rank,team_name,rating,timestamp
33, [UCONN] Galactic Huskies,1286,2018-10-02 21:57:48.788070
33, [CLP] CDLP,1286,2018-10-02 21:57:48.788235
33, [FSU] Bulldogs,1286,2018-10-02 21:57:48.788400
33, [HUST] HU Storm,1286,2018-10-02 21:57:48.788566
33, [CU] Clemson Esports A,1286,2018-10-02 21:57:48.788730
33, [UF] Team Orange,1286,2018-10-02 21:57:48.788893
33, [UNF] UNF Varsity Blue,1286,2018-10-02 21:57:48.789077
33, [CPP] Bronco Esports ,1286,2018-10-02 21:57:48.789230
33, [SFU] SFU Raccoons ,1286,2018-10-02 21:57:48.789394
33, [UD] VGTC bubbos,1286,2018-10-02 21:57:48.789602
33, [UofU] Utes White,1286,2018-10-02 21:57:48.789811
33, [OCC] Orange Coast College,1286,2018-10-02 21:57:48.790019
33, [UWO] Polished Bronze,1286,2018-10-02 21:57:48.790243
33, [FIT] Panthers,1286,2018-10-02 21:57:48.790559
33, [JMU] The Dukes,1286,2018-10-02 21:57:48.790748
33, [UCD] Aggie Gaming Gold,1286,2018-10-02 21:57:48.790915
33, [GT] Something Else,1286,2018-10-02 21:57:48.791084
33, [GT] Squagnar,1286,2018-10-02 21:57:48.791249
33, [UW] Washington bSports,1286,2018-10-02 21:57:48.791461
33, [DU] Drexel Dragoons,1286,2018-10-02 21:57:48.791627
33, [GU] Nano'd Dva Bombs,1286,2018-10-02 21:57:48.791771
33, [UA] Arizona Esports Blue,1286,2018-10-02 21:57:48.791915
57, [UCONN] :-),1214,2018-10-02 21:57:48.792058
57, [TU] Tiffin Gold,1214,2018-10-02 21:57:48.792202
57, [AU] Ashland University,1214,2018-10-02 21:57:48.792356
57, [MSU] MSU Spartans,1214,2018-10-02 21:57:48.792500
57, [UA] Akron Zips Gold,1214,2018-10-02 21:57:48.792642
57, [RPI] RPI Red,1214,2018-10-02 21:57:48.792784
57, [KSU] KSU JV esports,1214,2018-10-02 21:57:48.792925
64, [NYU] NYU Ultraviolets,1200,2018-10-02 21:57:48.793068
64, [USC] USC Trojans,1200,2018-10-02 21:57:48.793232
64, [PSU] The Lion Pride,1200,2018-10-02 21:57:48.793375
64, [DPU] DPU St. Vinnys,1200,2018-10-02 21:57:48.793517
64, [OIT] OIT eSports,1200,2018-10-02 21:57:48.793659
64, [KSU] KSU Varsity eSports,1200,2018-10-02 21:57:48.793802
64, [LR] GO BEARS!,1200,2018-10-02 21:57:48.793944
64, [CC] Coker Cobras,1200,2018-10-02 21:57:48.794086
64, [EC] ECO,1200,2018-10-02 21:57:48.794227
64, [UCONN] Overwhat?,1200,2018-10-02 21:57:48.794370
64, [UF] Team Blue,1200,2018-10-02 21:57:48.794527
64, [SDSMT] Hard Rockers Team A,1200,2018-10-02 21:57:48.794671
64, [MTU] Huskies,1200,2018-10-02 21:57:48.794814
64, [UMBC] Overbark,1200,2018-10-02 21:57:48.794977
64, [CSUS] Stinger eSports,1200,2018-10-02 21:57:48.795121
64, [UCONN] Bad Triangles,1200,2018-10-02 21:57:48.795267
64, [RU] Highlanders,1200,2018-10-02 21:57:48.795410
64, [FHSU] FHSU Esports,1200,2018-10-02 21:57:48.795553
64, [TU] Big Hooters,1200,2018-10-02 21:57:48.795694
64, [SSU] Shawnee State Bears,1200,2018-10-02 21:57:48.795838
64, [App] App State Black,1200,2018-10-02 21:57:48.795980
64, [SU] Schreiner Esports,1200,2018-10-02 21:57:48.796121
64, [ACU] ACU Esports,1200,2018-10-02 21:57:48.796263
64, [WVU] WVU Mountaineers,1200,2018-10-02 21:57:48.796405
64, [Emory] The Bench,1200,2018-10-02 21:57:48.796548
64, [BSU] Cardinal Esports,1200,2018-10-02 21:57:48.796703
64, [BSU] Varsity Blue,1200,2018-10-02 21:57:48.796847
64, [UCLA] UCLA OW Varsity,1200,2018-10-02 21:57:48.796988
64, [LU] Graywolves,1200,2018-10-02 21:57:48.797130
64, [CSM] CocktailsServedMean,1200,2018-10-02 21:57:48.797272
64, [UCCS] Colorado Frost,1200,2018-10-02 21:57:48.797426
64, [WFU] Demon Deacons,1200,2018-10-02 21:57:48.797569
64, [DSU] DSU A,1200,2018-10-02 21:57:48.797710
64, [DSU] DSU B Team,1200,2018-10-02 21:57:48.797853
64, [SIT] What Howe?,1200,2018-10-02 21:57:48.798006
64, [UB] Tempest,1200,2018-10-02 21:57:48.798150
64, [SIT] Altorfer's Avengers,1200,2018-10-02 21:57:48.798293
64, [SC] Stonehill Skyhawks,1200,2018-10-02 21:57:48.798449
64, [NDSU] Ult F4,1200,2018-10-02 21:57:48.798591
64, [UC] UC eSports,1200,2018-10-02 21:57:48.798733
64, [CSBSJ] ╯°□°）╯┻━┻,1200,2018-10-02 21:57:48.798878
64, [CSUN] CSUN Nekoma,1200,2018-10-02 21:57:48.799020
64, [App] App State Gold,1200,2018-10-02 21:57:48.799162
64, [GU] GU Panthers,1200,2018-10-02 21:57:48.799305
64, [UNCG] UNCG Alpha,1200,2018-10-02 21:57:48.799450
64, [PC] Principia Esports,1200,2018-10-02 21:57:48.799592
64, [UK] UK Wildcats,1200,2018-10-02 21:57:48.799735
64, [TU] Trine Storm,1200,2018-10-02 21:57:48.799877
64, [TU] Trine Thunder,1200,2018-10-02 21:57:48.800019
64, [DSU] DSU C Team,1200,2018-10-02 21:57:48.800174
64, [MU] MGU-E,1200,2018-10-02 21:57:48.800329
64, [MSU] MSUCompetitiveUno!,1200,2018-10-02 21:57:48.800484
64, [LU] LU Navy,1200,2018-10-02 21:57:48.800628
64, [SU] Mountaineers,1200,2018-10-02 21:57:48.800770
64, [BU] Baylor Gold,1200,2018-10-02 21:57:48.800913
64, [UD] VGTC Dad Bods,1200,2018-10-02 21:57:48.801055
64, [CSUN] CSUN Seijoh,1200,2018-10-02 21:57:48.801196
64, [GMU] GMU Patriots 2 ,1200,2018-10-02 21:57:48.801338
64, [FSU] FSU Crab Legs Gold,1200,2018-10-02 21:57:48.801480
64, [UT] Longhorn Gaming,1200,2018-10-02 21:57:48.801621
64, [UT] LonghornGamingOrange,1200,2018-10-02 21:57:48.801764
64, [LU] LUCOW,1200,2018-10-02 21:57:48.801906
64, [UNT] UNT Mean Green,1200,2018-10-02 21:57:48.802050
64, [GMU] George Money,1200,2018-10-02 21:57:48.802192
128, [FIU] Panther Esports,1186,2018-10-02 21:57:48.802337
128, [BC] BEC,1186,2018-10-02 21:57:48.802479
128, [WCU] Catamount Esports,1186,2018-10-02 21:57:48.802621
128, [UNLV] Runnin' Reinhardts,1186,2018-10-02 21:57:48.802764
128, [CMU] Tartans,1186,2018-10-02 21:57:48.802906
128, [TTU] TTU Purple,1186,2018-10-02 21:57:48.803071
128, [SELU] Lethal Lions,1186,2018-10-02 21:57:48.803247
135, [UNLV] UNLV B ,1114,2018-10-02 21:57:48.803390
135, [VU] Villanova Wildcats,1114,2018-10-02 21:57:48.803531
135, [PSUY] PSY Thundercats,1114,2018-10-02 21:57:48.803673
135, [GT] GT D Team,1114,2018-10-02 21:57:48.803814
135, [UNC] UNCO Gold,1114,2018-10-02 21:57:48.803955
135, [IIT] Warrior Esports,1114,2018-10-02 21:57:48.804096
135, [SRU] The Boozel Boys,1114,2018-10-02 21:57:48.804238
135, [TTU] TTU Gold,1114,2018-10-02 21:57:48.804440
135, [SDSMT] Hard Rockers Team B,1114,2018-10-02 21:57:48.804603
135, [JMU] Dukes-Gold,1114,2018-10-02 21:57:48.804775
135, [UH] Houston White,1114,2018-10-02 21:57:48.804937
135, [BU] Baylor Green,1114,2018-10-02 21:57:48.805099
135, [GMU] GMU Patriots 3,1114,2018-10-02 21:57:48.805261
135, [UTK] UTK Esports,1114,2018-10-02 21:57:48.805424
135, [BCC] The Jersey Blues,1114,2018-10-02 21:57:48.805588
135, [LMC] Lees-McRae eSports,1114,2018-10-02 21:57:48.805752
135, [BUS] Butler Bulldogs,1114,2018-10-02 21:57:48.805904
135, [SHU] SHU Saints Yellow,1114,2018-10-02 21:57:48.806045
135, [WCU] Feline Fury,1114,2018-10-02 21:57:48.806186
135, [GT] Sea Team,1114,2018-10-02 21:57:48.806327
135, [SAU] Fighting Bees,1114,2018-10-02 21:57:48.806504
135, [CWRU] CWRU secondary,1114,2018-10-02 21:57:48.806650
135, [CU] Clemson Esports B,1114,2018-10-02 21:57:48.806795
135, [SDSMT] Hard Rockers Team C,1114,2018-10-02 21:57:48.806947
159, [UNG] UNG eSports,1100,2018-10-02 21:57:48.807145
159, [HCC] RedTails Esports,1100,2018-10-02 21:57:48.807365
159, [SH] Pirates,1100,2018-10-02 21:57:48.807508
159, [SIT] Shanghai Ducks,1100,2018-10-02 21:57:48.807650
159, [UCD] #DefLewdGMs,1100,2018-10-02 21:57:48.807791
159, [UCF] SPIRIT,1100,2018-10-02 21:57:48.807935
159, [CSUF] The Grapes of Wrath,1100,2018-10-02 21:57:48.808076
159, [WSU] CLAW Gaming,1100,2018-10-02 21:57:48.808218
159, [PC] Rev Up Those Friars,1100,2018-10-02 21:57:48.808399
159, [USAFA] Flyboys,1100,2018-10-02 21:57:48.808716
159, [SU] Stanford Trees,1100,2018-10-02 21:57:48.808885
159, [UMD] UMD Wolverines,1100,2018-10-02 21:57:48.809040
159, [ISU] Hautian Commotion,1100,2018-10-02 21:57:48.809193
159, [MU] Warriors,1100,2018-10-02 21:57:48.809346
159, [TU] TU Green,1100,2018-10-02 21:57:48.809499
159, [NVCC] NOVA Nighthawks,1100,2018-10-02 21:57:48.809648
159, [SHU] SHU Saints Blue,1100,2018-10-02 21:57:48.809805
159, [MVC] MVC,1100,2018-10-02 21:57:48.809957
159, [USCS] Fire Ants,1100,2018-10-02 21:57:48.810106
159, [SIT] Skyline,1100,2018-10-02 21:57:48.810257
159, [OSU] NoTilT Pokes,1100,2018-10-02 21:57:48.810405
159, [CU] Clemson Esports C,1100,2018-10-02 21:57:48.810554
159, [AU] Averett Overwatch,1100,2018-10-02 21:57:48.810702
159, [UH] Houston Red,1100,2018-10-02 21:57:48.810849
159, [TU] Trine Lightning,1100,2018-10-02 21:57:48.810998
159, [TU] Trine Rain,1100,2018-10-02 21:57:48.811148
159, [LU] Voyageurs Esports,1100,2018-10-02 21:57:48.811298
159, [UCONN] WeWannaBeTheTeam,1100,2018-10-02 21:57:48.811448
159, [GMU] Mason ¯\_(ツ)_/¯,1100,2018-10-02 21:57:48.811601
159, [GMU] Pachi Gang,1100,2018-10-02 21:57:48.811749
159, [UT] Longhorn GamingBlack,1100,2018-10-02 21:57:48.811899
159, [ECU] Spicy Spinoff,1100,2018-10-02 21:57:48.812047
